IAV_L2FC,HPIV3_L2FC,RSV_L2FC,SARS-CoV-2(Calu-3)_L2FC,SARS-CoV-2(A549)_L2FC,SARS-CoV-2(A549-ACE2),SARS-CoV-2(A549-ACE2)-Ruxolitinib_L2FC,padj_IAV,padj_HPIV3,padj_RSV,padj_SARS-CoV-2(Calu-3),padj_SARS-CoV-2(A549),padj_SARS-CoV-2(A549-ACE2),padj_SARS-CoV-2(A549-ACE2)-Ruxolitinib
LINC00235,-0.31332,-0.199763911,0.106772757,-0.86242,-1.00785,0.21819703,0.274748622,1,1,1,0,1,1,1
LINC00238,0.05121,0,0,0,0,-0.162468055,0.092224953,1,1,1,0,1,1,1
LINC00239,0.47511,-0.49028095,-0.377591439,0.48875,0.34862,-0.544162312,0.105102285,1,1,1,0.331220797,1,1,1
LINC00240,0.04875,-0.04903771,-0.041571091,0.3341,-0.75735,0.50395332,0,1,1,1,0,1,1,1
LINC00242,0.01749,-1.221742221,-0.706859793,-0.16125,-1.18498,0.438584107,-0.037147021,1,1,1,0,1,1,1
LINC00244,0,0,0,0,0,-0.001934199,-0.277458707,1,1,1,0,1,1,1
LINC00251,0,0,0,0,0.07802,0,0,1,1,1,0,1,1,1
LINC00254,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00260,-0.02082,-0.437053331,0.597642055,0.21799,0.32381,0.402619036,0.829497355,1,1,1,0,1,1,1
LINC00261,-0.32387,-0.692585217,-1.100259922,-0.06065,-0.66329,-0.040884428,0.210540554,0.680440681,0.203945204,0.03203957,0,0.000308471,1,1
LINC00263,0.58096,-0.805058086,-1.014276542,-0.07673,-0.46398,-0.546613719,-0.859615505,0.386427069,0.253949297,0.142724743,0.806881484,0.012634298,0.148577985,0.01920158
LINC00264,0,0,0,0,0,0.366236635,0.818714078,1,1,1,0,1,1,1
LINC00265,-0.3808,-1.096428029,-0.574490568,0.60199,-0.11836,0.909550924,0.785446892,0.651700189,0.032970355,0.15672078,0.01815748,0.516558964,0.00309741,0.008769763
LINC00266-1,-0.07966,0.388849057,0.480556464,-0.03976,-0.08761,0.574804576,1.33647679,1,1,1,0,1,1,1
LINC00271,-0.05406,-0.251793692,-0.753955762,-0.37278,0.13545,0.196923003,0.295872557,1,1,1,0,1,1,1
LINC00272,0,0,0,0,0,-0.269530436,-0.277458707,1,1,1,0,1,1,1
LINC00273,0.05121,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00277,-0.3309,0.093258646,0.149593464,0.17805,-0.2541,-0.390948993,-0.399558107,1,1,1,0,1,1,1
LINC00278,0,0,0,0,-0.13651,0,0.297469732,1,1,1,0,1,1,1
LINC00282,0,0.109151806,0,-0.01345,0.09572,0.206857378,-0.277458707,1,1,1,0,1,1,1
LINC00284,-0.08488,-0.432317675,-2.003414588,0.10599,-0.67149,-0.549597583,-0.791623927,1,1,1,0,1,1,1
LINC00290,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00293,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00294,0.12784,-0.408035611,-1.00318634,0.48206,0.07924,0.125314195,0.240749367,0.850762072,0.168123938,7.33E-06,0.045655874,0.488943414,0.517642124,0.065403431
LINC00297,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00299,0,0,0,0.44115,0.07802,0,0,1,1,1,0,1,1,1
LINC00301,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00303,0,0,0,0,0,0.50186592,1.699392515,1,1,1,0,1,1,1
LINC00304,-0.20746,-1.0175931,0.537954156,0.82297,0.35931,-0.786187523,0.112740822,1,1,1,0,0.250091304,1,1
LINC00305,0,0,0,0.18715,0,0,0,1,1,1,0,1,1,1
LINC00307,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00308,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00309,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00310,0.05121,0,0.212119203,0.53213,0.05936,0.201599317,-0.144093974,1,1,1,0,1,1,1
LINC00311,0,0.57103726,0.444314041,0,-0.03005,-0.229847565,-0.233252669,1,1,1,0,1,1,1
LINC00312,-0.02082,-0.603847955,-1.158027688,0.23236,0.54511,1.413856185,1.713710276,1,0.423087684,1,0.627517536,0.041786692,0.000484811,4.79E-06
LINC00314,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00317,0.05121,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00319,-1.27709,-0.041887287,-0.127416661,1.88811,-0.98758,0.577209826,0.226723799,0.054278162,1,1,0,0.001036552,1,1
LINC00320,0.05121,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00323,0.05121,0,0,0.28377,0.07323,0,0,1,1,1,0,1,1,1
LINC00324,-0.01106,-0.820245573,-1.038961217,0.66735,-0.51633,1.002534818,1.222797913,1,1,1,0.187888601,0.241806851,1,1
LINC00326,0,0.273461884,0.159983552,-0.09036,0.32435,0,0,1,1,1,0.71902978,1,1,1
LINC00327,0.40957,0.106466679,0.077545567,0.47416,0.30144,0.366236635,0,1,1,1,0,1,1,1
LINC00330,0.09219,0,0.193000226,0.10599,0,-0.162468055,-0.163769368,1,1,1,0,1,1,1
LINC00331,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00332,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00333,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00336,0,0,0,-0.23152,-0.12712,-0.143820366,-0.144093974,1,1,1,0,1,1,1
LINC00338,-0.5871,-0.571682608,-0.612940373,0.33469,-0.14333,3.370993793,3.56132936,0.447433763,0.247768934,0.189273081,0.354404483,0.4398031,6.57E-107,4.81E-136
LINC00339,0.12694,-0.346968676,-0.709539191,0.20106,0.25028,-0.119213361,0.186435806,0.878919092,0.49849161,0.146334834,0.380094989,0.016976324,0.618214502,0.462437137
LINC00340,0.12144,0.163573035,0.186621182,1.34176,0.99162,-0.391195102,-0.063571031,1,0.784580674,0.82391697,2.99E-05,5.42E-06,0.394993274,0.877888387
LINC00341,-0.06632,0.469101526,1.931529865,1.05282,-0.22211,1.002426063,1.179594843,1,1,1,0,1,1,1
LINC00343,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00346,-0.08133,0.68801336,1.561427621,0.65279,-0.21675,0.623378781,0.816472948,1,1,1,0.197710409,1,1,1
LINC00347,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00348,-0.04191,0,0,0,0.11217,0,0,1,1,1,0,1,1,1
LINC00351,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00353,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00359,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00366,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00379,0,0,0,-0.19826,0,0,0,1,1,1,0,1,1,1
LINC00381,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00398,0,0,0,-0.54669,0.07802,0,0,1,1,1,0,1,1,1
LINC00410,0.12943,-1.052770661,-0.797493806,0,-0.20201,-0.390948993,-0.057304463,1,1,1,0,1,1,1
LINC00421,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00423,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00424,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00433,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00439,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00441,0.05121,0,0.193000226,0.51907,0.04849,0,0.656681672,1,1,1,0,1,1,1
LINC00442,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00443,0,0,0,-0.21117,0,0,0,1,1,1,0,1,1,1
LINC00446,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00457,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00460,0,0.403629386,0.589506942,-0.3947,0.10181,-0.143820366,-0.144093974,1,1,1,0,1,1,1
LINC00461,0,0,0,-1.15298,0,0,0,1,1,1,0,1,1,1
LINC00462,0,0,0,0.68983,0,0,0,1,1,1,0.082723463,1,1,1
LINC00466,-0.27467,0.541250098,0,-0.1207,0.28763,-0.162468055,0.373891074,1,1,1,0,1,1,1
LINC00467,-0.12347,-0.927231381,-0.356292111,0.47759,1.04349,-0.244432705,-0.030342554,0.892113134,0.093884501,0.491291161,0.033406837,1.78E-08,0.469148504,0.921989014
LINC00469,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00470,0.13171,-0.15397844,-0.642345836,0,-0.68875,-0.018310808,-0.456830556,1,1,1,0,0.094967461,1,1
LINC00471,0.53119,-0.08171031,-0.529192979,-0.17771,0.22074,0.48351024,0.582343182,1,1,1,0.730630615,0.48959461,1,1
LINC00473,-0.49909,-0.203991269,-1.347687368,-0.01345,-1.42878,1.972126891,1.27251899,0.406015991,0.476277198,3.04E-06,0,1,3.51E-12,2.31E-07
LINC00474,0,0,0,0,-0.13651,0,0.258906832,1,1,1,0,1,1,1
LINC00475,-0.06913,-0.130417449,-0.292997938,0,-0.08515,0.202841882,-0.144093974,1,1,1,0,1,1,1
LINC00476,0.87465,-0.985366388,-1.163842255,-0.71669,-0.45966,0.145406728,-0.032656868,0.211003218,0.171620909,0.107156084,0.184315146,0.056951424,1,1
LINC00477,0,-0.10268896,-0.234360568,0,0,0,0,1,1,1,0,1,1,1
LINC00478,0.63824,0.046606435,-0.503106655,-0.1207,0.73253,0.820163834,1.175267966,1,0.956768893,1,0,0.053857671,1,0.002991751
LINC00479,-0.06101,-1.524563694,-1.048479304,-0.42119,0.15978,-0.060169416,0.324765707,1,1,1,0,0.693793722,1,1
LINC00482,-0.29206,-1.493824337,-1.505754913,-0.05523,-0.26182,0.799663041,1.122147798,0.753782865,0.03438651,0.024675003,0,0.326858068,0.022080774,0.001477716
LINC00483,0,-0.200211552,-0.356916321,-0.09088,-0.65538,0,0.268040112,1,1,1,0,1,1,1
LINC00485,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00486,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00487,0,0,0,0.25621,-0.13651,0.566371074,0.268040112,1,1,1,0,1,1,1
LINC00488,-0.09244,-0.341053211,-1.256491796,0,-0.92532,-2.176426481,-1.256042612,1,1,1,0,1,1,1
LINC00489,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00493,-0.03801,-0.559492807,-0.717522025,-0.0894,0.51672,0.410054152,0.275420899,0.951571121,0.399346592,0.288141173,0.744618554,0.000360247,0.000476572,0.007155438
LINC00494,-0.08056,-0.146643371,-0.292997938,1.11414,-0.35783,0.063452709,-0.012759231,1,1,1,1.07E-08,1,1,1
LINC00499,0,0,0,0.18715,0,0,0,1,1,1,0,1,1,1
LINC00502,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00507,0.05121,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00511,-0.18293,-0.614155886,-0.707575454,0.39552,-0.20373,-0.494236912,0.238590391,1,0.372020846,0.328713134,0.38790014,0.507930453,0.249986601,0.534892684
LINC00514,-0.07966,0,0,-0.1207,-0.31435,-0.143820366,0.117644383,1,1,1,0,1,1,1
LINC00515,0,-0.353044353,-0.497724202,-0.61572,-0.05452,0.988335873,1.381868819,1,1,1,0,1,1,1
LINC00516,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00518,0,0,0,1.30708,0.23686,0,0,1,1,1,0,1,1,1
LINC00520,0.05121,0,2.349975354,0.62057,1.04913,0.38705164,0.607729017,1,1,1,0,1,1,1
LINC00521,0.09219,0,0.444314041,0,0,0.201599317,0.117644383,1,1,1,0,1,1,1
LINC00523,0,0,0,0,-0.01865,0,0,1,1,1,0,1,1,1
LINC00525,0.16512,1.304965817,1.238846156,1.66078,0.13309,0.779125292,0.361402483,1,1,1,0.000474578,0.758386256,1,1
LINC00526,-0.07467,-0.391371469,-1.06712643,-0.27781,0.5617,0.314680466,0.504572039,1,1,1,0.463040796,0.069952239,1,1
LINC00534,0,0,0,0,0,0,0.268040112,1,1,1,0,1,1,1
LINC00535,0,0,0.141371609,-0.2776,-0.74409,-0.517406223,-0.528376453,1,1,1,0,1,1,1
LINC00536,0,0,0.149593464,0,-0.10782,1.872308754,1.472858466,1,1,1,0,1,1,1
LINC00538,0,0,0,0,0,0.207347835,-0.144093974,1,1,1,0,1,1,1
LINC00544,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00547,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00548,0,0,0,0,-0.13135,0,0,1,1,1,0,1,1,1
LINC00550,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00551,-0.04191,0.093258646,0,-0.00576,-0.12712,0,0,1,1,1,0,1,1,1
LINC00552,0,0.370237905,0,0,0.18082,0,0,1,1,1,0,1,1,1
LINC00558,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00559,0,0,0,0,-0.13651,0,0,1,1,1,0,1,1,1
LINC00563,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00565,0.40957,0.156020139,0.658180893,0.10599,0.37293,-0.029469302,-0.300259117,1,1,1,0,1,1,1
LINC00568,0.14299,-0.037423018,-0.027228313,0.4486,0.14154,0.366236635,0.637016065,1,1,1,0,1,1,1
LINC00570,0,0,0,0,0,0,0.652970668,1,1,1,0,1,1,1
LINC00571,0,0,0.5313063,-0.36529,-0.12712,0.036825413,-0.031030907,1,1,1,0,1,1,1
LINC00574,-0.04191,-0.869061682,-1.510887437,0.10599,-0.46656,0.036825413,0.178625406,1,1,1,0,1,1,1
LINC00575,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00577,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00578,0,0,0,0.1079,0,0,0,1,1,1,0,1,1,1
LINC00582,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00583,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00588,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00589,-0.13425,-0.872701254,-1.004149838,0.38097,-0.2044,0,0.982412052,1,1,1,0,1,1,1
LINC00592,-0.1714,-0.278092844,-0.489864097,0.32271,1.07353,-0.571863905,-0.670345339,1,1,1,0,0.008197426,1,1
LINC00593,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00595,0,0,0,0,0.01768,0,0,1,1,1,0,1,1,1
LINC00597,0,0.284003548,0.149593464,0,0.07802,0.565917716,1.179173898,1,1,1,0,1,1,1
LINC00598,-0.06913,0.748002948,0.95206918,0.55199,0.94924,0.939554186,1.044319828,1,1,1,0,1,1,1
LINC00599,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00601,0,0.288795959,0,0.10599,-0.36491,-0.661246962,-0.32154465,1,1,1,0,1,1,1
LINC00602,-0.06913,-0.945323522,-0.644766114,0,-0.65913,0.177583062,-0.163769368,1,1,1,0,1,1,1
LINC00605,-0.18123,-1.273475097,-1.45350892,1.37825,0.73283,1.534497031,1.593459963,1,1,1,0.004320982,0.031089447,1,1
LINC00606,0,0,0,0,0,0,0.258906832,1,1,1,0,1,1,1
LINC00607,-0.15663,-0.166889405,-0.197357539,0.89018,0.13518,-0.517406223,-0.528376453,1,1,1,0,1,1,1
LINC00608,0,0,0,0,0.13539,0,0.656681672,1,1,1,0,1,1,1
LINC00609,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00612,-0.07472,-0.207015152,-0.234360568,-0.16796,-0.01843,0.359978262,0.982412052,1,1,1,0,1,1,1
LINC00615,0,0,0,0.21591,0,-0.143820366,-0.144093974,1,1,1,0,1,1,1
LINC00616,0,0.093258646,0,0.36571,0,0,0,1,1,1,0,1,1,1
LINC00617,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00619,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00620,0,0,0,0,0.07802,-0.162468055,0.292716369,1,1,1,0,1,1,1
LINC00622,-0.04191,0.54012431,1.781693714,-0.01869,0.46358,2.444332385,2.118300198,1,1,1,0,1,1,1
LINC00623,0,0,0.141371609,-0.1207,0,0,0,1,1,1,0,1,1,1
LINC00624,0,0.093258646,0,-0.06065,-0.02174,-0.551251223,-0.278038514,1,1,1,0,1,1,1
LINC00626,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00628,-0.1144,-0.602101912,-0.768201003,-0.48237,-1.19553,0.213732936,0.070822776,1,1,1,0,1,1,1
LINC00629,0.10144,-0.253803202,-0.67429409,-0.19176,0.80943,0.030432127,0.437741623,1,1,1,0,0.068958796,1,1
LINC00630,-0.33039,0.707713652,0.038564835,0.08788,0.18641,0.246269763,0.09284242,0.710899213,0.183723229,0.959080327,0.837656993,0.3262795,0.548581513,0.803433625
LINC00633,0,0,0,0.26781,0,0,0,1,1,1,0,1,1,1
LINC00634,0,-0.046521601,-0.239784021,0.10851,-0.47131,0,0,1,1,1,0.799672689,1,1,1
LINC00635,0.05121,0,0,0,0.11831,0,0,1,1,1,0,1,1,1
LINC00636,0,0,0.141371609,-0.39106,0,0,0.258906832,1,1,1,0,1,1,1
LINC00637,0.12364,0.109151806,0,0.10599,0.26549,0,0.268040112,1,1,1,0,1,1,1
LINC00638,-0.30237,-0.574449667,-1.500048505,0.87932,0.31788,-0.359521511,-0.024637292,1,1,1,0.014031678,0.309798477,1,1
LINC00639,0,0,0,-0.73122,0,-0.143820366,-0.144093974,1,1,1,0,1,1,1
LINC00640,0,0.284003548,0.149593464,0.3455,0.76994,0.366236635,0.982412052,1,1,1,0,1,1,1
LINC00641,1.94973,0.434499293,0.396356411,0.77452,0.109,3.28854294,3.314784376,9.20E-08,0.555600921,0.635082943,0.0013981,0.49644594,1,1
LINC00642,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00643,0,-0.338856423,-0.358095566,-0.53067,0.23686,0,0,1,1,1,0,1,1,1
LINC00645,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00648,0,-0.075328896,-0.234360568,0.10599,0.32862,0,1.006043675,1,1,1,0,1,1,1
LINC00649,-0.07472,0.277266194,0.149593464,-0.19945,0.4519,0,0,1,1,1,0.632499474,1,1,1
LINC00651,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00652,0,0,0,-0.0816,-0.40113,-0.269530436,0.580075477,1,1,1,0,1,1,1
LINC00654,0.12364,0.017263753,0.370451895,0.73401,-0.22092,2.101848522,2.534125947,1,1,1,0,1,1,1
LINC00656,0,0,0.149593464,0,0,0,0,1,1,1,0,1,1,1
LINC00657,-0.32994,0.250076587,0.29663739,0.62383,0.72927,0.511126464,0.715463547,0.284272708,0.716163381,0.692471547,3.01E-05,1.03E-10,1.32E-15,9.30E-24
LINC00658,0.05121,0,0,0,0,1.589797418,0.268040112,1,1,1,0,1,1,1
LINC00659,0,-0.426256718,-0.878529434,0.94984,0.64557,0,0,1,1,1,0.005583337,1,1,1
LINC00661,0,0,0,-0.00579,0,0,0,1,1,1,0,1,1,1
LINC00662,-0.17389,0.285984975,0.387641539,0.78948,1.141,0.364182663,0.589195912,0.807793082,0.425922441,0.266570036,0.001178319,7.63E-24,0.05605242,0.000768807
LINC00663,-0.04694,-0.338856423,-0.080881578,0.12007,0.96145,-0.69413179,0.592280414,1,1,1,0,0.024769286,1,1
LINC00665,-0.20762,-0.137737385,-0.22603634,-0.06605,0.82434,-0.463087298,-0.28414394,1,1,1,0.82139614,1,1,1
LINC00667,-0.72166,-0.049076437,-0.244799435,-0.24798,-0.11179,-0.626896161,-0.180586715,0.223077474,0.885287398,0.489486733,0.060166562,0.478068181,0.020573276,0.444783413
LINC00668,0,0,0,-0.2642,0.07802,0,0,1,1,1,0,1,1,1
LINC00669,0.67351,0.348004013,-0.357311258,-0.75827,0.24335,-0.455052968,0.023290965,0.378805006,1,1,0.002494113,0.515974217,1,1
LINC00670,0,0.109151806,0,0,0,0,0,1,1,1,0,1,1,1
LINC00671,0,0,0,0,0,-0.143820366,0.393599489,1,1,1,0,1,1,1
LINC00672,1.27636,-0.296305385,-0.049133503,0.4064,-0.06699,-0.200046638,0.34950968,0.047350315,1,1,0.290147447,0.854516429,0.638343308,0.303393715
LINC00673,0.11607,0.396475351,0.634354379,1.07518,0.08288,1.163610747,0.789166557,0.888063954,0.092423157,0.00157759,1.46E-22,0.357381443,1.40E-19,2.24E-07
LINC00674,-0.39104,-0.287888372,-0.2451466,-0.36995,0.4299,0.577001696,0.753696561,0.34968466,0.07486725,0.076571119,0.005102355,2.04E-06,9.40E-07,8.14E-14
LINC00675,0,0,0,0,0,0.575483069,0.403870628,1,1,1,0,1,1,1
LINC00684,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00685,-0.3309,0.427613728,1.15525232,0.06707,-0.28007,-0.462111427,0.059477766,1,1,1,0,1,1,1
LINC00689,-0.09481,-0.734282767,-1.228747084,0,-1.07154,-0.162468055,0.083557025,1,1,1,0,1,1,1
LINC00691,0,0,0,0.31899,0,-0.143820366,1.240223655,1,1,1,0,1,1,1
LINC00692,0.19151,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00693,-0.06913,0.01970605,0.0031317,0.10599,-0.19854,0,0,1,1,1,0,1,1,1
LINC00696,0.05121,-0.207015152,0.0031317,0.49559,-1.06407,0,0,1,1,1,0,1,1,1
LINC00698,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00700,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00701,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00704,0.25639,-0.001331921,1.014224295,-0.00889,0.43006,-0.578112429,0.478656149,1,1,1,0.987573643,0.330053689,1,1
LINC00705,0.12364,0,0,0,0,0.549822752,0.685544258,1,1,1,0,1,1,1
LINC00707,0.70475,1.36985691,1.849389438,-0.87029,1.64402,-0.5527754,-0.523297622,0.088275502,3.69E-08,3.83E-13,0.000579904,7.51E-33,0.197359526,0.177651644
LINC00710,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00837,0,0,0,0,0,0.359978262,0,1,1,1,0,1,1,1
LINC00838,0,0,0,0,0,-0.143820366,-0.144093974,1,1,1,0,1,1,1
LINC00839,-0.15793,-0.267559726,-0.292997938,0,-0.09018,-0.35771568,-0.1931002,1,1,1,0,1,1,1
LINC00840,-0.07472,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00841,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00842,-0.27938,0.146385453,0.316461557,0.5898,0.5475,0.081239784,0.173314786,0.534264933,0.533159247,0.139693636,0.004619438,1.16E-07,0.691273154,0.350812359
LINC00847,0.00608,-0.319198527,-0.768243786,0.17817,0.28814,-0.565231802,-0.251173167,0.993149908,0.474351496,0.080727692,0.319350315,0.031396598,0.007038234,0.162556788
LINC00851,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LINC00852,-0.20629,-0.278578827,-0.342953569,0.04944,0.28335,1.550966075,1.631033691,1,1,1,0,1,1,1
LINC00853,0.15168,-0.829606687,-0.755668393,1.43196,0.44431,-0.173369341,-0.786174685,1,1,1,0.000783293,0.293797337,1,1
LINC00854,-0.21239,0,0.149593464,-0.18443,-0.13651,1.126550363,0.270502235,1,1,1,0,1,1,1
LINC00856,0,-0.126929725,0.544496935,-0.1207,0.58774,-0.143820366,0.147194828,1,1,1,0,1,1,1
LINC00857,-0.02689,-0.483644982,-0.452075606,-0.43939,0.0333,-0.887142297,-0.832314213,0.97584253,0.386062027,0.434528366,0.001003769,0.807740734,0.000753236,0.000775418
LINC00858,-0.2529,-0.688225023,-1.013614067,0,-0.07002,-0.834677566,-0.573966393,1,1,1,0,0.821968411,1,1
LINGO1,-0.01171,-0.208042936,-1.005811007,-0.85333,-0.04605,-0.093012142,0.187635069,0.988488351,0.59687325,0.00235001,0,0.769057349,0.805940569,0.622511787
LINGO2,0,0,0.533551224,-0.50443,0.41901,-1.289930676,0.706182909,1,1,1,0.146121947,1,1,1
LINGO3,-0.04191,0,0,0,0.11217,0,0,1,1,1,0,1,1,1
LINGO4,-0.04191,0,0,0.10599,0,0,0,1,1,1,0,1,1,1
LIPA,0.56412,1.048096381,0.930550964,0.30471,0.01804,-0.313054036,-1.603401424,0.037895703,0.064887318,0.073364595,0.016528919,0.850824954,0.013197817,9.31E-44
LIPC,0.17578,-1.157566613,-1.286887931,0.29583,-0.05482,-1.375541225,-1.14673045,1,1,1,0,1,1,1
LIPE,-0.75067,-0.983149133,-1.327529195,-0.30226,-1.77562,-0.618014905,-0.354084778,0.255414689,0.132600937,0.037297186,0.275094436,6.88E-16,1,1
LIPF,0,0,0,0,0,0,0,1,1,1,0,1,1,1
LIPH,-0.13767,0.594297602,1.351676744,0.92407,0.91102,-0.666999164,-1.042657625,0.780484818,0.269222257,0.001988177,6.19E-26,3.17E-22,8.89E-08,9.17E-12
LIPI,-0.06913,0,0,0,0,0.173076842,0.121772462,1,1,1,0,1,1,1
LIPJ,0.19027,0,0,0.1079,0.07802,0,0,1,1,1,0,1,1,1
LIPK,0,0,0,0,0.20012,-0.143820366,-0.144093974,1,1,1,0,1,1,1
LIPM,0,0,0,0,-0.13651,0.366236635,0,1,1,1,0,1,1,1
LIPN,0,0,0,0,0,0.366236635,0,1,1,1,0,1,1,1
LIPT1,0.16728,0.56541991,0.329189794,0.78496,0.97662,0.256069759,0.855110039,0.861251334,0.243803121,0.518115051,0.000762203,4.48E-06,0.50653758,0.002998304
LIPT2,0.1526,-0.154280816,-0.85329101,-1.21889,-0.48397,-0.872383416,-0.989838146,0.87351302,0.798048746,0.096044485,0.003292062,0.040041867,1,0.086002738
LITAF,-0.82722,-0.432331726,-0.303424143,-0.10196,-0.36777,-0.736367498,-1.002100849,0.016568949,0.06045112,0.02721307,0.187354772,1.55E-05,3.26E-17,2.87E-32
LIX1,0.23979,0,0.141371609,0,0,0,0.637016065,1,1,1,0,1,1,1
LIX1L,0.40373,0.021085881,0.311633868,0.37131,0.21722,-0.125457117,0.077430797,0.417419954,0.969329176,0.542829203,0.133325266,0.061779913,0.673585863,0.752902911
LLGL1,-0.38327,-0.556242195,-0.474350049,-0.35053,-0.92177,-0.400306962,-0.673036607,0.588151866,0.274057218,0.136814396,0.110571077,6.51E-27,0.026424646,8.70E-05
LLPH,-0.32963,-0.37678522,-0.315338201,0.04632,-0.13859,0.435575224,0.353260315,0.643283912,0.5502467,0.647098215,0.797458664,1,5.70E-05,0.015738227
LMAN1,0.4677,0.973475426,1.459417605,0.20622,0.89622,-0.448939125,-0.530929262,0.383946811,0.13078426,0.00934987,0.283965241,4.81E-13,0.00044314,6.17E-05
LMAN1L,0,0,0,0.19005,-0.13135,0,0,1,1,1,0,1,1,1
LMAN2,-0.51368,-0.993105386,-0.694315154,-0.76542,-0.49473,-1.70376709,-1.815219783,0.238185752,1,1,2.82E-08,6.47E-11,1.45E-39,1.10E-65
LMAN2L,0.14608,-0.465691072,0.229799732,-0.87016,-0.30329,-1.516611533,-1.442188741,0.804641689,0.415120523,0.713232474,1.13E-12,0.001859978,4.87E-42,5.07E-44
LMBR1,0.48883,0.552380159,0.133353769,-0.55913,0.28854,-0.854428481,-0.57929878,0.221252678,0.291744398,0.814966134,0.001764309,0.000274222,3.61E-15,2.86E-07
LMBR1L,-0.66307,-0.86551292,-0.309153723,0.48351,0.42688,-0.136862422,-0.07730709,0.322292306,0.168225219,0.636266524,0.030982837,0.00199808,0.43409275,0.665199313
LMBRD1,0.52491,0.797705186,0.604751738,0.45022,0.79109,0.27009615,0.350821702,0.360696942,0.225971306,0.364912317,0.000261258,7.18E-12,0.09394345,0.020113191
LMBRD2,0.54361,0.462565239,0.372275001,-0.08302,0.25045,-0.986013993,-0.822666131,0.475398353,0.499585728,0.621044301,0.800965844,0.164810139,0.00124701,0.004110241
