log2FoldChange,padj
ATP5E,1.2024812868,0.2731648209
SLMO2,0.3903111555,0.7319338468
ZNF831,-1.4253594072,NaN
EDN3,-0.528177064,NaN
PHACTR3,-1.9497407753,NaN
LOC100506384,-0.0247642211,NaN
SYCP2,1.0621928195,NaN
FAM217B,-0.4781879419,NaN
PPP1R3D,1.0053357902,0.4481329576
CDH26,-1.1303964156,NaN
C20orf197,-0.0984150889,NaN
LOC284757,-0.3293585832,NaN
MIR4533,NaN,NaN
CDH4,-0.0938037753,NaN
MIR1257,NaN,NaN
TAF4,-2.4038429625,NaN
LSM14B,-0.2821333143,0.8449709142
PSMA7,-1.3699534768,0.0828559108
SS18L1,-2.024839299,NaN
GTPBP5,-1.4113283713,0.2430103783
HRH3,-0.0441911372,NaN
OSBPL2,-1.9610052138,0.0674275177
ADRM1,-1.2446898638,0.1870073816
LAMA5,-0.3319938365,0.8365267868
MIR4758,NaN,NaN
RPS21,0.5948545577,0.5263705054
CABLES2,-2.2669755736,NaN
RBBP8NL,NaN,NaN
GATA5,-1.3705270385,NaN
C20orf166-AS1,-0.6833288076,NaN
C20orf166,-0.0635296015,NaN
MIR1-1,NaN,NaN
MIR133A2,NaN,NaN
SLCO4A1,-1.4824518695,0.1108034895
LOC100127888,-0.9390967387,NaN
NTSR1,-0.0127306013,NaN
LINC00659,2.6621003132,NaN
MRGBP,-1.8017843542,NaN
OGFR,-0.4109149144,0.7794428506
COL9A3,-0.4627410373,NaN
TCFL5,1.2410244396,0.3799760396
DPH3P1,-0.2069664235,NaN
DIDO1,-2.6384644767,0.0122473061
GID8,-1.0303473326,0.3763150585
SLC17A9,-1.5276056138,NaN
BHLHE23,NaN,NaN
LOC63930,NaN,NaN
LINC00029,NaN,NaN
LOC100144597,NaN,NaN
HAR1B,-0.0362339798,NaN
HAR1A,-0.5690747202,NaN
MIR124-3,NaN,NaN
YTHDF1,-1.1662562392,0.3097022163
BIRC7,-0.3669645314,NaN
MIR3196,NaN,NaN
NKAIN4,-0.1143314714,NaN
FLJ16779,NaN,NaN
ARFGAP1,-1.9259989607,NaN
MIR4326,NaN,NaN
COL20A1,-0.0247642211,NaN
CHRNA4,-0.0232011249,NaN
KCNQ2,-0.2091543907,NaN
EEF1A2,0.3188415071,NaN
PPDPF,2.0495841411,0.072236913
PTK6,-0.9821079435,NaN
SRMS,NaN,NaN
C20orf195,-0.4031635871,NaN
HELZ2,1.8431250157,0.0402374816
GMEB2,-1.5693970616,0.1747021745
STMN3,0.2709447341,0.885324989
RTEL1,-1.1351960651,NaN
RTEL1-TNFRSF6B,-0.2063239441,NaN
TNFRSF6B,-0.0872912526,NaN
ARFRP1,-3.3368848054,0.0014546173
ZGPAT,-2.9562802581,0.0132239426
LIME1,-2.0518521378,NaN
SLC2A4RG,-0.6431894866,0.6847266843
ZBTB46,-2.7674280896,0.0432608857
ABHD16B,-1.2507541968,NaN
TPD52L2,-2.2915377785,0.0110949381
DNAJC5,-0.4906434714,0.732522828
MIR941-1,NaN,NaN
MIR941-3,NaN,NaN
MIR941-4,NaN,NaN
MIR941-2,NaN,NaN
UCKL1,-0.8199820295,0.5345691445
MIR1914,-0.5551147406,NaN
MIR647,-0.1999605323,NaN
UCKL1-AS1,-0.2325565026,NaN
ZNF512B,-1.7482455461,NaN
SAMD10,-0.1298752219,NaN
PRPF6,-2.3587861123,NaN
LINC00176,-0.4551645658,NaN
SOX18,-0.8521984799,0.5813991504
TCEA2,-1.084282484,0.4712471129
RGS19,0.6777872775,0.6672526124
OPRL1,-1.0671080249,NaN
C20orf201,-0.1838875825,NaN
NPBWR2,NaN,NaN
MYT1,-0.0127306013,NaN
PCMTD2,-1.5995526191,0.2290455328
LINC00266-1,-0.0127306013,NaN
MIR3648,-0.8470216275,NaN
MIR3687,1.8978860874,0.1886385918
TEKT4P2,-0.0138120421,NaN
TPTE,-0.1143314714,NaN
BAGE4,-0.0635296015,NaN
BAGE2,NaN,NaN
BAGE3,NaN,NaN
BAGE5,NaN,NaN
BAGE,-0.0441911372,NaN
ANKRD30BP2,-0.1437465976,NaN
MIR3156-3,NaN,NaN
POTED,NaN,NaN
C21orf15,-0.6160655395,NaN
ANKRD20A11P,-0.2656138536,NaN
LIPI,NaN,NaN
RBM11,2.2923021901,NaN
ABCC13,1.6741993942,0.2574280109
HSPA13,-1.1348623125,0.4086630226
SAMSN1,3.5082326159,2.09E-05
SAMSN1-AS1,-0.1141508788,NaN
LOC388813,1.510053393,NaN
NRIP1,-1.7447141673,0.1810797611
USP25,1.7089549175,0.0537431054
LINC00478,-1.1638128755,NaN
MIR99A,NaN,NaN
MIRLET7C,-0.0127306013,NaN
MIR125B2,NaN,NaN
C21orf37,-0.0441911372,NaN
CXADR,0.4683891427,0.762264118
BTG3,-0.2035948016,0.9141324537
C21orf91-OT1,-0.0577779504,NaN
C21orf91,1.665869537,0.0665115271
CHODL-AS1,NaN,NaN
CHODL,-0.7192022385,NaN
TMPRSS15,-0.1704955008,NaN
LINC00320,NaN,NaN
NCAM2,1.6566375306,NaN
RNU6-67,NaN,NaN
LINC00317,NaN,NaN
LINC00308,2.7209444098,0.0486801616
D21S2088E,NaN,NaN
LOC339622,NaN,NaN
LINC00158,-0.2203380965,NaN
MIR155HG,1.4033083423,0.3418723035
MIR155,NaN,NaN
LINC00515,-0.4053944872,NaN
MRPL39,-1.2896698992,0.3047758761
JAM2,-0.9889488684,0.5157095765
ATP5J,1.0349775891,0.2218367452
GABPA,0.1453968115,0.9290115378
APP,-0.9675091198,0.2827104005
CYYR1,-1.5907175538,0.28067253
ADAMTS1,-2.3644108985,0.0528099059
ADAMTS5,-1.1795829575,NaN
MIR4759,NaN,NaN
MIR5009,NaN,NaN
LINC00113,NaN,NaN
LINC00314,NaN,NaN
LINC00161,-0.2069664235,NaN
N6AMT1,-1.3920814823,NaN
LTN1,0.2318484999,0.8844926887
RWDD2B,0.404822394,0.808954904
USP16,0.5554268208,0.6735584852
CCT8,-3.6331260445,NaN
C21orf7,2.4574243027,0.0037634226
LINC00189,-0.6367523602,NaN
BACH1,-0.2236090218,0.8963370785
GRIK1,-0.885054123,NaN
GRIK1-AS2,-0.7315906606,NaN
GRIK1-AS1,-0.216172475,NaN
CLDN17,NaN,NaN
LINC00307,NaN,NaN
CLDN8,NaN,NaN
KRTAP24-1,NaN,NaN
KRTAP25-1,NaN,NaN
KRTAP26-1,NaN,NaN
KRTAP27-1,NaN,NaN
KRTAP23-1,NaN,NaN
KRTAP13-2,NaN,NaN
MIR4327,NaN,NaN
KRTAP13-1,NaN,NaN
KRTAP13-3,NaN,NaN
KRTAP13-4,NaN,NaN
KRTAP15-1,NaN,NaN
KRTAP19-1,NaN,NaN
KRTAP19-2,NaN,NaN
KRTAP19-3,NaN,NaN
KRTAP19-4,NaN,NaN
KRTAP19-5,NaN,NaN
KRTAP19-6,NaN,NaN
KRTAP19-7,NaN,NaN
KRTAP22-2,NaN,NaN
KRTAP6-3,NaN,NaN
KRTAP6-2,NaN,NaN
KRTAP22-1,NaN,NaN
KRTAP6-1,NaN,NaN
KRTAP20-1,NaN,NaN
KRTAP20-4,NaN,NaN
KRTAP20-2,NaN,NaN
KRTAP20-3,NaN,NaN
KRTAP21-3,NaN,NaN
KRTAP21-2,-0.0127306013,NaN
KRTAP21-1,NaN,NaN
KRTAP8-1,NaN,NaN
KRTAP7-1,-0.0127306013,NaN
KRTAP11-1,NaN,NaN
KRTAP19-8,NaN,NaN
TIAM1,-2.6362873123,0.0555772887
SOD1,-0.1431256769,0.9023753302
SCAF4,-1.5654417127,NaN
HUNK,-0.6770942114,NaN
LINC00159,NaN,NaN
MIS18A,0.6389924974,NaN
MRAP,-0.3478364019,NaN
URB1,-3.5255061648,0.0067070423
SNORA80,-0.1054558736,NaN
C21orf119,-1.3841281271,NaN
EVA1C,-1.3107550309,0.3186706531
TCP10L,-0.8819950734,NaN
C21orf59,-0.6939958104,0.5259283835
SYNJ1,-0.0813630354,0.9610860612
PAXBP1-AS1,-0.9712452022,NaN
PAXBP1,-0.9974723066,0.334624449
C21orf49,-0.4441958752,NaN
C21orf62,-0.0635296015,NaN
OLIG2,-0.3135600871,NaN
OLIG1,3.5493667031,0.0037278752
C21orf54,NaN,NaN
IFNAR2,0.0127751938,0.9950849999
LOC100288432,1.5624604317,NaN
IL10RB,-0.7813619781,0.4875011215
IFNAR1,-0.307641289,0.8180614441
IFNGR2,0.405502362,0.7758441102
TMEM50B,-1.4389523522,0.2143759487
DNAJC28,-0.4222338652,NaN
GART,-1.6104951426,0.2082155108
SON,-1.8491347424,0.0486668753
DONSON,-0.660546441,0.6548506356
CRYZL1,0.1480773425,0.9297411029
ITSN1,-3.4629315252,0.0075116476
ATP5O,-0.0848025898,0.9475927478
LINC00649,-0.6637409194,NaN
MRPS6,-0.2991588052,0.8540561545
SLC5A3,-0.6355124477,0.7088474982
LINC00310,-0.5749485879,NaN
KCNE2,-0.4449911085,NaN
SMIM11,-2.3440451145,NaN
KCNE1,2.8210423957,0.0107446857
RCAN1,-2.0576308548,0.041497805
CLIC6,0.0689794772,0.9701567743
LINC00160,NaN,NaN
LOC100506385,-0.6208344732,NaN
RUNX1,-0.5388451147,0.6416830054
RUNX1-IT1,-0.151452841,NaN
LOC100506403,NaN,NaN
MIR802,NaN,NaN
SETD4,-0.9078183288,0.4705679033
LOC100133286,-0.0441911372,NaN
CBR1,-2.4273427722,0.0654425039
CBR3-AS1,-0.7216104858,NaN
CBR3,-0.8108187062,NaN
DOPEY2,-1.9609918851,NaN
MORC3,-1.3119179004,0.3257962814
CHAF1B,0.8757014053,NaN
CLDN14,-1.5650180712,NaN
SIM2,0.4507720701,NaN
HLCS,-2.4767895555,0.0710097829
DSCR6,-0.3051243419,NaN
PIGP,0.6803596828,0.6326984763
TTC3,-0.9134690466,0.4709782524
DSCR9,-0.4150071134,NaN
DSCR3,-1.1666454199,0.3262647131
DYRK1A,-0.3754354155,0.8106725115
KCNJ6,-0.2656138536,NaN
DSCR4,NaN,NaN
DSCR8,NaN,NaN
DSCR10,NaN,NaN
KCNJ15,0.9069129265,0.5195617393
ERG,-1.3206033436,0.3407789508
LINC00114,NaN,NaN
ETS2,-0.8718745432,0.4101936619
PSMG1,-0.8735869964,0.4720768321
BRWD1,-1.819653642,0.092247868
BRWD1-IT2,-0.2883572604,NaN
BRWD1-AS1,-0.0815314786,NaN
HMGN1,-0.1171558823,0.9144574237
WRB,-1.2337496641,0.3512108478
LCA5L,-0.7759696869,NaN
SH3BGR,-1.5559072722,NaN
C21orf88,-0.2656138536,NaN
B3GALT5,NaN,NaN
IGSF5,-0.0558826286,NaN
PCP4,-0.0815314786,NaN
DSCAM,-0.3220859058,NaN
MIR4760,NaN,NaN
DSCAM-AS1,-0.0441911372,NaN
DSCAM-IT1,NaN,NaN
LINC00323,-0.4828893575,NaN
MIR3197,NaN,NaN
BACE2,-1.4444848415,0.1659261517
PLAC4,-0.9196331274,NaN
FAM3B,-1.7767186994,NaN
MX2,5.0435445978,1.63E-10
MX1,4.4874967349,9.12E-17
TMPRSS2,-2.889094344,0.02033076
LINC00111,NaN,NaN
LINC00479,-0.1364887046,NaN
LINC00112,NaN,NaN
RIPK4,-2.2650845216,0.1065157849
PRDM15,-2.7868929418,0.041497805
C2CD2,-4.0221617399,0.0011121549
ZBTB21,-0.2963823866,0.8552827401
ZNF295-AS1,-0.0965089511,NaN
UMODL1,-0.1655708024,NaN
C21orf128,-0.7048607936,NaN
ABCG1,-0.4070058302,0.7370835477
TFF3,-1.0349189387,0.5169179647
TFF2,-0.0871423128,NaN
TFF1,-0.1900970739,NaN
TMPRSS3,0.0036081042,NaN
UBASH3A,0.0466260695,NaN
RSPH1,1.1047148538,0.3770247099
SLC37A1,-0.9941198741,0.4367574669
PDE9A,-3.0591236046,0.0241194272
WDR4,-1.9950018588,0.1153593663
NDUFV3,-0.414366051,0.7250374058
PKNOX1,-0.9552057119,0.4258479295
CBS,-1.1849828722,0.4149862002
U2AF1,-1.2569561232,0.2639016074
CRYAA,NaN,NaN
SIK1,-1.7110714628,0.1645481503
LINC00319,-0.2294131231,NaN
LINC00313,-0.5174312366,NaN
HSF2BP,-0.3959822077,NaN
RRP1B,-1.0408579313,0.3663505334
PDXK,-2.549058196,0.0096327337
CSTB,1.5011141243,0.045752106
RRP1,-3.0259109055,NaN
LOC284837,-0.9080699562,NaN
AGPAT3,-0.6346437444,0.5621893211
TRAPPC10,-2.5281759185,NaN
PWP2,-2.3953657456,0.0284993544
C21orf33,-2.0405859352,0.0681050978
ICOSLG,-2.2017918575,0.0957588568
DNMT3L,NaN,NaN
AIRE,-0.1054558736,NaN
PFKL,-2.114324296,0.0258898457
C21orf2,-2.7477493786,0.0458710222
TRPM2,-0.6883203342,NaN
LRRC3-AS1,-0.0247642211,NaN
LRRC3,-0.5937854574,NaN
TSPEAR,-0.3880198318,NaN
C21orf90,-0.0247642211,NaN
KRTAP10-1,NaN,NaN
KRTAP10-2,NaN,NaN
KRTAP10-3,NaN,NaN
KRTAP10-4,NaN,NaN
KRTAP10-5,NaN,NaN
KRTAP10-6,NaN,NaN
KRTAP10-7,NaN,NaN
KRTAP10-8,NaN,NaN
KRTAP10-9,NaN,NaN
KRTAP10-10,NaN,NaN
KRTAP10-11,NaN,NaN
KRTAP12-4,NaN,NaN
KRTAP12-3,NaN,NaN
KRTAP12-2,NaN,NaN
KRTAP12-1,NaN,NaN
KRTAP10-12,NaN,NaN
UBE2G2,-1.7588912486,0.0477919827
SUMO3,-0.9857840238,0.4289313963
PTTG1IP,-0.6193798843,0.462017054
ITGB2,0.1915469969,0.8690665415
ITGB2-AS1,2.739447603,0.0192039944
C21orf67,-0.4626317074,NaN
FAM207A,-3.0824596992,0.0211631964
LINC00163,-0.5376245816,NaN
LINC00162,-0.3651804446,NaN
SSR4P1,-0.5459607723,NaN
ADARB1,-1.706318874,0.1918680836
POFUT2,-2.2808338923,0.038761696
LOC642852,-0.3405708346,0.8474342944
COL18A1,-1.853546927,0.1111980424
COL18A1-AS2,NaN,NaN
COL18A1-AS1,-0.1141508788,NaN
SLC19A1,-1.8843727788,NaN
LOC100129027,NaN,NaN
PCBP3,-1.4172601979,NaN
COL6A1,0.1474921067,0.9258911866
COL6A2,-0.04018589,0.9816397183
FTCD,-0.4481041507,NaN
SPATC1L,-1.3593229082,NaN
LSS,-2.3311535185,NaN
MCM3AP-AS1,-0.1308493914,NaN
MCM3AP,-1.6951489592,0.1086034693
YBEY,-1.2623448784,NaN
C21orf58,-0.5652708421,NaN
PCNT,-0.8189951954,0.5374683414
DIP2A,-2.5911764258,NaN
DIP2A-IT1,NaN,NaN
S100B,-1.4608218011,NaN
PRMT2,-2.1088998897,0.0595917168
POTEH,NaN,NaN
OR11H1,NaN,NaN
CCT8L2,NaN,NaN
TPTEP1,-1.3187184603,NaN
ANKRD62P1-PARP4P3,-0.151452841,NaN
XKR3,NaN,NaN
HSFY1P1,NaN,NaN
GAB4,2.8216436958,0.0426170938
CECR7,-0.3717798032,NaN
IL17RA,0.5058229617,0.6733670839
CECR6,0.2327889788,NaN
CECR5,-3.6773258358,0.0038247128
CECR5-AS1,-0.3688861561,NaN
CECR1,2.6765361315,0.0073366158
CECR3,-0.0232011249,NaN
CECR2,-1.0407097789,NaN
SLC25A18,-1.2890912389,NaN
ATP6V1E1,-0.0812713361,0.9404787949
BCL2L13,1.1343984349,0.1768949814
BID,1.0280382368,0.2756653326
MIR3198-1,NaN,NaN
MICAL3,-4.1161624953,0.0006741601
MIR648,NaN,NaN
FLJ41941,NaN,NaN
PEX26,-2.972661254,0.0276364962
TUBA8,-1.2427540539,NaN
USP18,-0.3695523601,NaN
GGT3P,-0.0247642211,NaN
DGCR6,-1.9531440795,NaN
PRODH,-2.1143416236,NaN
DGCR5,-0.6248456422,NaN
DGCR9,-0.106267323,NaN
DGCR10,NaN,NaN
DGCR2,-1.3297203686,0.2468947512
DGCR11,-0.8515932089,NaN
DGCR14,-0.5307579248,NaN
TSSK2,NaN,NaN
GSC2,NaN,NaN
SLC25A1,-1.1348933214,0.3819725379
CLTCL1,-1.9880476091,NaN
HIRA,-3.1515195016,0.0101614757
MRPL40,0.9274527618,0.3817432571
C22orf39,-1.7344854458,0.1378314596
UFD1L,0.5089512225,0.6134659258
CDC45,-0.7426704436,NaN
CLDN5,-3.5553248123,0.0042215001
LOC150185,NaN,NaN
SEPT5,NaN,NaN
SEPT5-GP1BB,NaN,NaN
GP1BB,NaN,NaN
TBX1,-0.7932088732,NaN
GNB1L,-1.607495239,NaN
C22orf29,-2.8564018575,0.0356818129
TXNRD2,-0.382049002,0.801945485
COMT,-0.9745679291,0.4512691611
MIR4761,NaN,NaN
ARVCF,-1.771664875,NaN
TANGO2,-0.9454199098,0.4774147221
MIR185,NaN,NaN
DGCR8,-0.4572524505,NaN
MIR3618,NaN,NaN
MIR1306,NaN,NaN
TRMT2A,-0.8486413776,0.4980659636
RANBP1,-1.3826616637,0.141874983
ZDHHC8,-2.198821018,NaN
LOC388849,-0.587455138,NaN
LOC284865,-0.1143314714,NaN
LOC150197,-0.1643613479,NaN
RTN4R,-0.5872662568,NaN
MIR1286,NaN,NaN
DGCR6L,-1.0284104715,0.4844709294
LOC729444,NaN,NaN
TMEM191B,-0.4326703624,NaN
PI4KAP1,-1.7049825014,NaN
RIMBP3,-0.1045876358,NaN
ZNF74,-0.1710703468,NaN
SCARF2,-1.7762696484,NaN
KLHL22,-2.5756149079,0.0605898675
MED15,-1.5641711955,0.0853358762
POM121L4P,-0.0441911372,NaN
TMEM191A,-1.1035077719,NaN
PI4KA,-2.0473479018,NaN
SERPIND1,0.4046553465,NaN
SNAP29,0.0034427067,0.9982757897
CRKL,-1.0523542052,0.4119641579
AIFM3,-0.4150071134,NaN
LZTR1,-3.6604343671,0.0046256799
THAP7,-3.3513866706,0.0108207418
THAP7-AS1,-1.1812482376,NaN
TUBA3FP,-0.1904494251,NaN
P2RX6,-0.7759699146,NaN
SLC7A4,-0.3637073602,NaN
P2RX6P,NaN,NaN
LOC400891,-0.351077117,NaN
BCRP2,NaN,NaN
POM121L8P,-0.0635296015,NaN
RIMBP3C,NaN,NaN
RIMBP3B,NaN,NaN
HIC2,1.5316623767,0.2482605245
TMEM191C,-0.4726838218,NaN
PI4KAP2,-1.5981881398,NaN
UBE2L3,-0.1520638607,0.8858915509
YDJC,-1.1388109985,0.4086630226
CCDC116,-0.3746156155,NaN
SDF2L1,-1.9961273968,0.0698552469
MIR301B,NaN,NaN
MIR130B,NaN,NaN
PPIL2,-1.1412998711,0.3900838133
YPEL1,-2.3975242673,0.0820798084
MAPK1,-1.4889695488,0.0925873058
PPM1F,-2.2861530994,0.0337694303
TOP3B,-1.7840388529,0.1941564238
VPREB1,NaN,NaN
LOC96610,-1.8400608921,0.1775636179
ZNF280B,-0.4374388521,NaN
ZNF280A,NaN,NaN
PRAME,2.0548272148,NaN
LOC648691,NaN,NaN
POM121L1P,-0.2775215344,NaN
GGTLC2,-0.2432939068,NaN
MIR650,-1.7977101245,0.2168764062
IGLL5,0.9472522994,0.5158693929
RTDR1,-0.1904494251,NaN
GNAZ,-1.1736259836,NaN
RAB36,-0.0981075682,NaN
BCR,-3.6643609411,0.0035918906
FBXW4P1,-1.7726099243,NaN
CES5AP1,NaN,NaN
ZDHHC8P1,-0.1045876358,NaN
IGLL1,-0.0232011249,NaN
C22orf43,1.0147300481,NaN
GUSBP11,-3.0965246742,0.0204104905
RGL4,3.3207654784,5.51E-05
ZNF70,-0.740888854,NaN
VPREB3,-0.4437840869,NaN
C22orf15,-0.0472189909,NaN
CHCHD10,1.0864740271,0.4425826744
MMP11,-0.4817911071,NaN
SMARCB1,-2.4362922909,0.0437083377
DERL3,-1.1713007062,0.4461406124
SLC2A11,-1.3199803799,NaN
LOC284889,-0.881646916,NaN
MIF,NaN,NaN
GSTT2,-0.9759761951,NaN
GSTT2B,NaN,NaN
DDTL,-1.4347561404,NaN
DDT,-0.4875016215,NaN
GSTTP1,-0.0441911372,NaN
LOC391322,-0.2049691649,NaN
GSTT1,-0.955706803,0.4796839822
GSTTP2,-0.0247642211,NaN
CABIN1,-1.7491133845,0.1352044633
SUSD2,0.093461273,0.9379903712
GGT5,-0.8919629149,NaN
POM121L9P,-0.7487062183,NaN
SPECC1L,-0.9852757379,0.4079887669
ADORA2A,-3.2075147717,0.0116523051
ADORA2A-AS1,-1.159863954,NaN
UPB1,0.9231273296,0.444212353
GUCD1,-4.3578435625,0.0002441705
SNRPD3,-0.2300804557,0.860969345
GGT1,-0.4001725018,0.7956896589
FAM211B,-1.391143703,NaN
BCRP3,-0.2663867858,NaN
POM121L10P,-0.0441911372,NaN
PIWIL3,-0.1950895824,NaN
TOP1P2,NaN,NaN
SGSM1,-2.0645230013,NaN
TMEM211,-0.0247642211,NaN
KIAA1671,-2.8636644017,0.0216217315
LOC100128531,-0.1838875825,NaN
CRYBB3,-0.2929601715,NaN
CRYBB2,-0.595596499,NaN
IGLL3P,NaN,NaN
LRP5L,-2.3883892327,0.0836063173
CRYBB2P1,-3.0602540751,0.0223110297
ADRBK2,-1.3190678499,0.2822179784
MYO18B,-0.0984150889,NaN
SEZ6L,-0.2951974597,NaN
ASPHD2,0.956199632,NaN
HPS4,-3.4794795453,0.0073445792
SRRD,-0.4501379317,0.7533683144
TFIP11,-4.1129850723,0.0007010124
TPST2,-0.3218347581,0.8431317663
MIR548J,NaN,NaN
CRYBB1,-0.3572077897,NaN
CRYBA4,-0.1414789492,NaN
MIAT,-1.5515067803,0.2607739466
MN1,-1.1684745071,0.4387119527
PITPNB,-3.2654459059,0.0149367338
TTC28-AS1,-0.2140798047,0.8893767146
MIR3199-1,NaN,NaN
MIR3199-2,NaN,NaN
TTC28,-0.3396599498,0.7943202253
CHEK2,-2.118103185,NaN
HSCB,-0.3098139794,0.837927035
CCDC117,-0.8287914804,0.5211442014
XBP1,0.2459585552,0.8464034392
ZNRF3,0.4201854096,0.7751655618
ZNRF3-AS1,-0.1830589249,NaN
C22orf31,-0.3485514146,NaN
KREMEN1,-1.2194061011,0.3195505523
EMID1,-1.6378918825,NaN
RHBDD3,-1.3515499882,NaN
EWSR1,-1.1786146665,0.2949204963
GAS2L1,-1.8374626156,NaN
RASL10A,-1.0177734134,NaN
AP1B1,-1.1573674837,0.2732707273
MIR3653,NaN,NaN
SNORD125,NaN,NaN
RFPL1-AS1,-0.3143200331,NaN
RFPL1,NaN,NaN
NEFH,-0.2831446205,NaN
THOC5,-0.8840560458,0.4849019969
NIPSNAP1,-0.0622922751,0.9748978658
NF2,-3.1606897413,0.0094021536
CABP7,-0.1904494251,NaN
ZMAT5,-2.068540265,NaN
UQCR10,0.0051377724,0.9965985723
ASCC2,-1.242740154,0.2920985647
MTMR3,-0.3554892852,0.7900974624
HORMAD2,-0.0247642211,NaN
LIF,-1.4688326999,0.265525807
OSM,0.0415581007,NaN
GATSL3,-2.6989910477,0.0504474748
TBC1D10A,-1.6285462292,0.1333397642
SF3A1,-0.1278993238,0.9083436485
CCDC157,-0.6077649188,NaN
KIAA1656,-0.6575490951,NaN
RNF215,-1.8421789683,NaN
SEC14L2,-0.9023842148,0.5356102713
MTFP1,-1.0400327801,0.4343960836
SEC14L3,-0.0247642211,NaN
SDC4P,NaN,NaN
SEC14L4,2.1754904784,NaN
SEC14L6,-0.9924989713,NaN
GAL3ST1,-0.2049691649,NaN
PES1,-2.4803887579,NaN
TCN2,-1.6517339838,0.1594455572
SLC35E4,-1.6447238127,NaN
DUSP18,0.4591540689,NaN
OSBP2,-1.2507489396,NaN
MIR3200,NaN,NaN
MORC2-AS1,-2.2057133206,NaN
MORC2,-2.6737234095,0.0245984424
TUG1,-1.2242947133,0.1470495292
SMTN,-5.300781147,5.96E-07
SELM,-1.1938218165,0.1875851267
INPP5J,-0.9063945007,NaN
PLA2G3,-0.4691543922,NaN
MIR3928,NaN,NaN
RNF185,-2.3560646872,0.0247886891
LIMK2,0.5620740628,0.6007208728
PIK3IP1,-4.3996475905,0.0001695727
PATZ1,-1.3047977885,0.3378561391
DRG1,-0.1635673469,0.909616422
EIF4ENIF1,-1.6511840155,0.1457048573
SFI1,-2.6712196469,0.0508441808
PISD,-2.2559015541,0.0439485846
PRR14L,-2.93220812,0.0199175335
DEPDC5,-2.4481106371,0.0742475589
C22orf24,-0.7103600382,NaN
YWHAH,-0.1959235074,0.8671748524
SLC5A1,-0.7709148855,NaN
AP1B1P1,NaN,NaN
C22orf42,-0.0232011249,NaN
RFPL2,-0.2091543907,NaN
SLC5A4,-0.7173620338,NaN
RFPL3,-0.0127306013,NaN
RFPL3S,1.6229336297,NaN
LOC339666,-0.0679534862,NaN
C22orf28,-1.3159217115,0.2676102822
BPIFC,-0.1154693445,NaN
FBXO7,-0.211853568,0.8394892966
SYN3,-0.6489734258,NaN
TIMP3,-2.1909740163,0.0460339264
LARGE,-2.8428427229,0.0367007574
MIR4764,NaN,NaN
LOC100506195,-0.1467000861,NaN
ISX,NaN,NaN
HMGXB4,-0.7864723914,0.5580467488
TOM1,-1.2436216847,0.2201102728
MIR3909,-0.0247642211,NaN
HMOX1,-2.4225883917,0.0250028995
MCM5,-0.2938071264,0.8434266133
RASD2,-3.1555026852,0.0199528558
MB,-0.4494728557,NaN
APOL6,2.1141811387,0.0175576729
APOL5,-0.1904494251,NaN
RBFOX2,-2.9767668979,NaN
APOL3,-0.589607456,0.5034763433
APOL4,-2.0898917508,0.1415925198
APOL2,-0.3749388075,0.7564432333
APOL1,1.3507577553,0.10263247
MYH9,-0.4593278774,0.6636218394
TXN2,0.1157122863,0.9430447381
FOXRED2,1.7936163483,0.1618889953
EIF3D,-1.9992592556,0.0265686236
CACNG2,-0.3036612775,NaN
IFT27,0.1900156059,0.909616422
PVALB,-0.5399985848,NaN
NCF4,2.4957060266,0.0061429553
CSF2RB,2.9409078063,0.0003044516
LOC100506241,-0.0815314786,NaN
TEX33,NaN,NaN
TST,0.5737387521,0.7201216854
MPST,-3.0430933201,0.0245855266
KCTD17,-1.9298341315,0.1584513755
TMPRSS6,-1.1226719285,NaN
IL2RB,-0.8630629216,0.5828726134
C1QTNF6,1.674881425,0.2047288034
SSTR3,-0.0232011249,NaN
RAC2,3.5466404831,2.24E-10
CYTH4,0.2844113339,0.8115527424
ELFN2,-0.4542763789,NaN
MFNG,-3.8094518128,0.0030083438
CARD10,-1.3358619912,0.3191617565
CDC42EP1,-1.8386382206,0.0909328781
LGALS2,-0.9995530787,NaN
GGA1,-2.7571824476,0.0188525486
SH3BP1,0.653005426,NaN
PDXP,-0.2465576709,0.8797464164
LGALS1,-1.0985572072,0.120396134
NOL12,-1.5424070872,0.2027735261
TRIOBP,-2.0342081204,0.0674594389
H1F0,-1.7768983126,0.1392019737
GCAT,-1.9165184084,NaN
GALR3,NaN,NaN
ANKRD54,-3.2601339189,0.0136076161
MIR658,NaN,NaN
MIR659,NaN,NaN
EIF3L,-1.6530063567,0.144422526
MICALL1,-0.1274257457,0.9284090903
C22orf23,-1.1643284432,NaN
POLR2F,0.2991841519,0.833832819
SOX10,-0.2451580944,NaN
MIR4534,NaN,NaN
PICK1,0.2901809895,0.8777829348
SLC16A8,-0.2683319437,NaN
BAIAP2L2,-0.3457060056,NaN
PLA2G6,-2.1613323554,0.1257053499
MAFF,-3.2798721865,NaN
TMEM184B,-1.4165449105,0.2344594026
CSNK1E,-0.8973813811,0.3411260425
LOC400927,-1.1357069474,NaN
KCNJ4,NaN,NaN
KDELR3,1.9939832909,0.059063241
DDX17,-0.4727367084,0.5790048209
DMC1,-0.2285933509,NaN
FAM227A,-0.7423381534,NaN
CBY1,-2.8065129931,0.0419578556
TOMM22,-0.428932268,0.6719096646
